ID,mode,species,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,ld_PC1,ld_PC2,ld_PC3,ld_PC4,ld_PC5,ld_PC6,ld_PC7,ld_PC8,ld_PC9,ld_PC10,ID_down,species_down,mode_down,down_PC1,down_PC2,down_PC3,down_PC4,down_PC5,down_PC6,down_PC7,down_PC8,down_PC9,down_PC10,downLD_PC1,downLD_PC2,downLD_PC3,downLD_PC4,downLD_PC5,downLD_PC6,downLD_PC7,downLD_PC8,downLD_PC9,downLD_PC10,,,,,,,,,,,,
NE_F1_371_La,2,1,0.0117265,0.0139848,-0.194771,-0.0119865,-0.0284968,0.18094,0.0119405,-0.0966702,-0.322599,0.00107639,0.0222257,0.0031103,-0.168348,-0.0100371,-0.0252838,0.0319154,0.17398,0.00652315,0.0336986,-0.0174383,STA_Larc_F_1,1,2,-0.193391,0.0135378,0.125313,0.0544691,0.00750582,0.00565688,0.0223111,0.0138342,0.00139866,-0.0193244,-0.185534,0.010367,0.140301,-0.11372,0.0247814,0.00619566,0.000553474,0.00456035,0.0257517,-0.00439546,,,,,,,,,,,,
TWF_4,1,2,0.0525717,-0.0136941,0.0460005,-0.00782693,0.0563275,-0.0633623,0.038601,-0.0698553,-0.0430439,-0.000755753,0.0482223,-0.0198447,0.0523871,-0.0109753,0.0676316,-0.00561336,-0.0436176,0.00357492,0.00570214,-0.0983462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W_sax_01_Ls,1,2,0.0424785,-0.0086234,0.0348847,0.0068384,0.0285357,0.101926,-0.0273694,0.11463,0.0309213,-0.192271,0.0375263,-0.0128122,0.0328559,0.00579582,0.0186229,0.0229557,0.0738343,0.00545954,-0.00198416,0.162676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W_sax_02_Ls,1,2,0.0426444,-0.0095581,0.0242387,0.00778048,0.0284767,0.106077,-0.0247396,0.11696,0.0240696,-0.186697,0.0377416,-0.0136941,0.021267,0.00668812,0.0185527,0.0240957,0.0778093,0.00525095,-0.000881719,0.160485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W_sax_03_Ls,1,2,0.0439746,-0.00895513,0.0431776,0.00648576,0.02776,0.0936515,-0.031883,0.114262,0.0303497,-0.188398,0.0387491,-0.0134172,0.0422529,0.00452812,0.01814,0.0168992,0.0630012,0.0056688,-0.00138717,0.16387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W_sax_04_Ls,1,2,0.042851,-0.00888641,0.0365541,0.00757552,0.0275171,0.102036,-0.0307753,0.11485,0.030604,-0.187914,0.0378925,-0.0132595,0.0343862,0.00565896,0.0169622,0.0198403,0.0742912,0.00573535,-0.00266603,0.166415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS_female_Ls,1,2,0.0463186,-0.00888875,0.0683834,-0.00239447,0.0220902,-0.0152461,0.0109502,-0.0484202,0.00755407,0.0239539,0.039897,-0.0137385,0.0713293,-0.00544236,0.0189839,-0.00206751,-0.00556373,-0.00153432,-0.00335597,-0.0336396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS_male_Ls,1,2,0.046141,-0.00868524,0.0697575,-0.00279991,0.0212956,-0.0161332,0.009877,-0.0470772,0.00739349,0.0251083,0.0395733,-0.0135853,0.0722375,-0.00574288,0.0186069,-0.00318995,-0.00671703,-0.00241816,-0.0036316,-0.0322767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
York_B-1_Ls,1,2,0.0437518,-0.0107779,0.0774054,0.00453766,-0.48484,-0.0604503,0.0129459,-0.00402356,-0.00897346,-0.0171948,0.0383065,-0.0149343,0.0772675,0.0016883,-0.487349,-0.00736953,-0.0811906,0.00266704,0.0037391,-0.0375287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
York_B-12_Ls,1,2,0.0442137,-0.0105785,0.0765414,0.00456257,-0.476041,-0.0589682,0.0128889,-0.00393988,-0.00929537,-0.0179538,0.0383567,-0.0149191,0.0755835,0.00161034,-0.471878,-0.00719857,-0.0786826,0.00287078,0.00379462,-0.0357853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
York_T-3_Ls,1,2,0.0438047,-0.0104067,0.067407,0.00566066,-0.455034,-0.052435,0.01795,-0.0027579,-0.0106574,-0.0203519,0.0383092,-0.0145683,0.0646865,0.00372481,-0.443921,-0.00187656,-0.0690322,0.00344645,0.00338789,-0.0332487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
York_T-9_Ls,1,2,0.0442441,-0.0104989,0.0788031,0.0039346,-0.47432,-0.059872,0.0115586,-0.00383628,-0.00882015,-0.0162108,0.0384686,-0.0148937,0.0786406,0.00092551,-0.471491,-0.00832433,-0.0801597,0.00284713,0.003585,-0.0354486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W_arc_01_La,2,1,0.0164138,0.00913056,-0.195805,-0.0189705,-0.022355,0.148755,-0.012491,-0.124546,0.0870235,-0.0632871,0.0245294,7.88E-05,-0.172929,-0.0173989,-0.0233699,0.0220969,0.175297,-0.00244974,-0.0350471,-0.0434401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W_arc_02_La,2,1,0.0162128,0.0102881,-0.194054,-0.0194372,-0.0241671,0.148192,-0.0172927,-0.126086,0.0947928,-0.0635559,0.0245573,0.00106942,-0.172984,-0.0182675,-0.0261899,0.0199295,0.17858,-0.0027147,-0.0368741,-0.045181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W_arc_03_La,2,1,0.0159953,0.00922946,-0.196181,-0.018726,-0.0241877,0.153095,-0.0132113,-0.126313,0.0848705,-0.0663205,0.024354,0.000227003,-0.175048,-0.0169439,-0.0255921,0.0234337,0.185258,-0.00250284,-0.0358174,-0.0442468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W_arc_04_Lamerged_sorted.bam,2,1,0.0173831,0.00911544,-0.194099,-0.0187249,-0.0221864,0.150831,-0.0120441,-0.125054,0.0869849,-0.0678249,0.0255,-1.23E-06,-0.172415,-0.0168871,-0.0237499,0.0235529,0.180408,-0.00241302,-0.0356185,-0.0438551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W_com_01_Lc,2,0,-0.184205,0.483329,0.0677611,-0.0209293,0.0064248,-0.0210634,0.00521796,0.00642973,-0.00447854,-0.0346804,-0.121193,0.521922,0.0493953,-0.0276215,0.00807475,-0.00696483,-0.0296578,0.316459,-0.214827,0.00231613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
